VIT_00s0125g00410	GO:0009058	biosynthetic process	P
VIT_00s0125g00410	GO:0016020	membrane	C
VIT_00s0125g00410	GO:0016787	hydrolase activity	F
VIT_00s0125g00420	GO:0016740	transferase activity	F
VIT_00s0125g00430	GO:0000166	nucleotide binding	F
VIT_00s0125g00430	GO:0016020	membrane	C
VIT_00s0125g00430	GO:0016787	hydrolase activity	F
VIT_00s0131g00010	GO:0005488	binding	F
VIT_00s0131g00010	GO:0006950	response to stress	P
VIT_00s0131g00010	GO:0008289	lipid binding	F
VIT_00s0131g00010	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00020	GO:0005488	binding	F
VIT_00s0131g00020	GO:0008289	lipid binding	F
VIT_00s0131g00030	GO:0005488	binding	F
VIT_00s0131g00030	GO:0008289	lipid binding	F
VIT_00s0131g00050	GO:0005488	binding	F
VIT_00s0131g00050	GO:0006950	response to stress	P
VIT_00s0131g00050	GO:0008289	lipid binding	F
VIT_00s0131g00050	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00060	GO:0005488	binding	F
VIT_00s0131g00060	GO:0008289	lipid binding	F
VIT_00s0131g00080	GO:0005488	binding	F
VIT_00s0131g00080	GO:0006950	response to stress	P
VIT_00s0131g00080	GO:0008289	lipid binding	F
VIT_00s0131g00080	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00100	GO:0003677	DNA binding	F
VIT_00s0131g00100	GO:0006259	DNA metabolic process	P
VIT_00s0131g00120	GO:0000166	nucleotide binding	F
VIT_00s0131g00120	GO:0003824	catalytic activity	F
VIT_00s0131g00120	GO:0005783	endoplasmic reticulum	C
VIT_00s0131g00120	GO:0008152	metabolic process	P
VIT_00s0131g00120	GO:0016020	membrane	C
VIT_00s0131g00130	GO:0005488	binding	F
VIT_00s0131g00130	GO:0006950	response to stress	P
VIT_00s0131g00130	GO:0008289	lipid binding	F
VIT_00s0131g00130	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00140	GO:0005488	binding	F
VIT_00s0131g00140	GO:0006950	response to stress	P
VIT_00s0131g00140	GO:0008289	lipid binding	F
VIT_00s0131g00140	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00150	GO:0005488	binding	F
VIT_00s0131g00150	GO:0008289	lipid binding	F
VIT_00s0131g00170	GO:0005488	binding	F
VIT_00s0131g00170	GO:0008289	lipid binding	F
VIT_00s0131g00180	GO:0005488	binding	F
VIT_00s0131g00180	GO:0008289	lipid binding	F
VIT_00s0131g00200	GO:0005515	protein binding	F
VIT_00s0131g00210	GO:0005488	binding	F
VIT_00s0131g00210	GO:0006950	response to stress	P
VIT_00s0131g00210	GO:0008289	lipid binding	F
VIT_00s0131g00210	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00220	GO:0005488	binding	F
VIT_00s0131g00220	GO:0006950	response to stress	P
VIT_00s0131g00220	GO:0008289	lipid binding	F
VIT_00s0131g00220	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00250	GO:0000166	nucleotide binding	F
VIT_00s0131g00250	GO:0005515	protein binding	F
VIT_00s0131g00250	GO:0006950	response to stress	P
VIT_00s0131g00250	GO:0009987	cellular process	P
VIT_00s0131g00250	GO:0019538	protein metabolic process	P
VIT_00s0131g00260	GO:0005488	binding	F
VIT_00s0131g00260	GO:0008289	lipid binding	F
VIT_00s0131g00310	GO:0005488	binding	F
VIT_00s0131g00310	GO:0006950	response to stress	P
VIT_00s0131g00310	GO:0008289	lipid binding	F
VIT_00s0131g00310	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00320	GO:0005488	binding	F
VIT_00s0131g00320	GO:0006950	response to stress	P
VIT_00s0131g00320	GO:0008289	lipid binding	F
VIT_00s0131g00320	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00340	GO:0005488	binding	F
VIT_00s0131g00340	GO:0006950	response to stress	P
VIT_00s0131g00340	GO:0008289	lipid binding	F
VIT_00s0131g00340	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00350	GO:0005488	binding	F
VIT_00s0131g00350	GO:0006950	response to stress	P
VIT_00s0131g00350	GO:0008289	lipid binding	F
VIT_00s0131g00350	GO:0009628	response to abiotic stimulus	P
VIT_00s0131g00370	GO:0016787	hydrolase activity	F
VIT_00s0131g00370	GO:0019538	protein metabolic process	P
VIT_00s0131g00390	GO:0003677	DNA binding	F
VIT_00s0131g00390	GO:0006259	DNA metabolic process	P
VIT_00s0131g00410	GO:0003677	DNA binding	F
VIT_00s0131g00410	GO:0006259	DNA metabolic process	P
VIT_00s0144g00040	GO:0000166	nucleotide binding	F
VIT_00s0144g00040	GO:0008219	cell death	P
VIT_00s0144g00050	GO:0003824	catalytic activity	F
VIT_00s0144g00060	GO:0003824	catalytic activity	F
VIT_00s0144g00060	GO:0005515	protein binding	F
VIT_00s0144g00060	GO:0008152	metabolic process	P
VIT_00s0144g00060	GO:0016301	kinase activity	F
VIT_00s0144g00080	GO:0003676	nucleic acid binding	F
VIT_00s0144g00080	GO:0005488	binding	F
VIT_00s0144g00110	GO:0005515	protein binding	F
VIT_00s0144g00120	GO:0000166	nucleotide binding	F
VIT_00s0144g00120	GO:0005515	protein binding	F
VIT_00s0144g00120	GO:0006950	response to stress	P
VIT_00s0144g00120	GO:0008219	cell death	P
VIT_00s0144g00120	GO:0016787	hydrolase activity	F
VIT_00s0144g00130	GO:0003677	DNA binding	F
VIT_00s0144g00130	GO:0006259	DNA metabolic process	P
VIT_00s0144g00170	GO:0005515	protein binding	F
VIT_00s0144g00180	GO:0003677	DNA binding	F
VIT_00s0144g00180	GO:0006259	DNA metabolic process	P
VIT_00s0144g00190	GO:0000166	nucleotide binding	F
VIT_00s0144g00190	GO:0005515	protein binding	F
VIT_00s0144g00190	GO:0006950	response to stress	P
VIT_00s0144g00190	GO:0008219	cell death	P
VIT_00s0144g00190	GO:0016787	hydrolase activity	F
VIT_00s0144g00220	GO:0000166	nucleotide binding	F
VIT_00s0144g00220	GO:0005515	protein binding	F
VIT_00s0144g00220	GO:0006950	response to stress	P
VIT_00s0144g00220	GO:0008219	cell death	P
VIT_00s0144g00240	GO:0003677	DNA binding	F
VIT_00s0144g00240	GO:0003700	sequence-specific DNA binding transcription factor activity	F
VIT_00s0144g00240	GO:0005515	protein binding	F
VIT_00s0144g00240	GO:0005634	nucleus	C
VIT_00s0144g00240	GO:0006350	transcription	P
VIT_00s0144g00250	GO:0005198	structural molecule activity	F
VIT_00s0144g00250	GO:0005840	ribosome	C
VIT_00s0144g00250	GO:0006412	translation	P
VIT_00s0144g00260	GO:0005198	structural molecule activity	F
VIT_00s0144g00260	GO:0005840	ribosome	C
VIT_00s0144g00260	GO:0006412	translation	P
VIT_00s0144g00270	GO:0000166	nucleotide binding	F
VIT_00s0144g00270	GO:0005515	protein binding	F
VIT_00s0144g00270	GO:0006950	response to stress	P
VIT_00s0144g00270	GO:0008219	cell death	P
VIT_00s0144g00270	GO:0016787	hydrolase activity	F
VIT_00s0144g00280	GO:0000166	nucleotide binding	F
VIT_00s0144g00280	GO:0003677	DNA binding	F
VIT_00s0144g00280	GO:0003824	catalytic activity	F
VIT_00s0144g00280	GO:0005622	intracellular	C
VIT_00s0144g00280	GO:0006259	DNA metabolic process	P
VIT_00s0144g00300	GO:0003824	catalytic activity	F
VIT_00s0144g00300	GO:0005515	protein binding	F
VIT_00s0144g00300	GO:0008152	metabolic process	P
VIT_00s0144g00300	GO:0016301	kinase activity	F
VIT_00s0145g00050	GO:0003677	DNA binding	F
VIT_00s0145g00050	GO:0003723	RNA binding	F
VIT_00s0145g00050	GO:0005198	structural molecule activity	F
VIT_00s0145g00050	GO:0005840	ribosome	C
VIT_00s0145g00050	GO:0006259	DNA metabolic process	P
VIT_00s0145g00050	GO:0006412	translation	P
VIT_00s0145g00050	GO:0009058	biosynthetic process	P
VIT_00s0145g00050	GO:0016740	transferase activity	F
VIT_00s0145g00090	GO:0003677	DNA binding	F
VIT_00s0145g00090	GO:0006259	DNA metabolic process	P
VIT_00s0153g00040	GO:0000166	nucleotide binding	F
VIT_00s0153g00040	GO:0006464	protein modification process	P
VIT_00s0153g00040	GO:0016301	kinase activity	F
VIT_00s0153g00050	GO:0003824	catalytic activity	F
VIT_00s0153g00050	GO:0005515	protein binding	F
VIT_00s0153g00050	GO:0005737	cytoplasm	C
VIT_00s0153g00050	GO:0009056	catabolic process	P
VIT_00s0153g00050	GO:0009987	cellular process	P
VIT_00s0153g00050	GO:0016740	transferase activity	F
VIT_00s0153g00050	GO:0019748	secondary metabolic process	P
VIT_00s0153g00060	GO:0000166	nucleotide binding	F
VIT_00s0153g00060	GO:0003824	catalytic activity	F
VIT_00s0153g00060	GO:0005488	binding	F
VIT_00s0153g00060	GO:0008152	metabolic process	P
VIT_00s0153g00070	GO:0003824	catalytic activity	F
VIT_00s0153g00070	GO:0005515	protein binding	F
VIT_00s0153g00070	GO:0005737	cytoplasm	C
VIT_00s0153g00070	GO:0009056	catabolic process	P
VIT_00s0153g00070	GO:0009987	cellular process	P
VIT_00s0153g00070	GO:0016740	transferase activity	F
VIT_00s0153g00070	GO:0019748	secondary metabolic process	P
VIT_00s0153g00080	GO:0005515	protein binding	F
VIT_00s0153g00080	GO:0005737	cytoplasm	C
VIT_00s0153g00080	GO:0006810	transport	P
VIT_00s0153g00080	GO:0009987	cellular process	P
VIT_00s0153g00080	GO:0016020	membrane	C
VIT_00s0160g00080	GO:0003677	DNA binding	F
VIT_00s0160g00080	GO:0003723	RNA binding	F
VIT_00s0160g00080	GO:0004518	nuclease activity	F
VIT_00s0160g00080	GO:0005622	intracellular	C
VIT_00s0160g00080	GO:0006259	DNA metabolic process	P
VIT_00s0160g00080	GO:0006950	response to stress	P
VIT_00s0160g00080	GO:0009058	biosynthetic process	P
VIT_00s0160g00080	GO:0016740	transferase activity	F
VIT_00s0160g00090	GO:0000166	nucleotide binding	F
VIT_00s0160g00090	GO:0005515	protein binding	F
VIT_00s0160g00090	GO:0006950	response to stress	P
VIT_00s0160g00090	GO:0008219	cell death	P
VIT_00s0160g00100	GO:0000166	nucleotide binding	F
VIT_00s0160g00100	GO:0004872	receptor activity	F
VIT_00s0160g00100	GO:0006950	response to stress	P
VIT_00s0160g00100	GO:0007165	signal transduction	P
VIT_00s0160g00100	GO:0008219	cell death	P
VIT_00s0160g00100	GO:0016020	membrane	C
VIT_00s0160g00110	GO:0000166	nucleotide binding	F
VIT_00s0160g00110	GO:0005515	protein binding	F
VIT_00s0160g00110	GO:0006950	response to stress	P
VIT_00s0160g00110	GO:0008219	cell death	P
VIT_00s0160g00140	GO:0000166	nucleotide binding	F
VIT_00s0160g00140	GO:0003774	motor activity	F
VIT_00s0160g00140	GO:0009987	cellular process	P
VIT_00s0160g00180	GO:0003677	DNA binding	F
VIT_00s0160g00180	GO:0005622	intracellular	C
VIT_00s0160g00180	GO:0005634	nucleus	C
VIT_00s0160g00180	GO:0009987	cellular process	P
VIT_00s0160g00180	GO:0016043	cellular component organization	P
VIT_00s0160g00250	GO:0006810	transport	P
VIT_00s0160g00250	GO:0009987	cellular process	P
VIT_00s0160g00310	GO:0000166	nucleotide binding	F
VIT_00s0160g00310	GO:0004872	receptor activity	F
VIT_00s0160g00310	GO:0006950	response to stress	P
VIT_00s0160g00310	GO:0007165	signal transduction	P
VIT_00s0160g00310	GO:0008219	cell death	P
VIT_00s0160g00310	GO:0016020	membrane	C
VIT_00s0160g00330	GO:0000166	nucleotide binding	F
VIT_00s0160g00330	GO:0005515	protein binding	F
VIT_00s0160g00330	GO:0006464	protein modification process	P
VIT_00s0160g00330	GO:0016301	kinase activity	F
VIT_00s0160g00360	GO:0000166	nucleotide binding	F
VIT_00s0160g00360	GO:0004872	receptor activity	F
VIT_00s0160g00360	GO:0006950	response to stress	P
VIT_00s0160g00360	GO:0007165	signal transduction	P
VIT_00s0160g00360	GO:0008219	cell death	P
VIT_00s0160g00360	GO:0016020	membrane	C
VIT_00s0163g00020	GO:0000166	nucleotide binding	F
VIT_00s0163g00020	GO:0006464	protein modification process	P
VIT_00s0163g00020	GO:0016301	kinase activity	F
VIT_00s0163g00060	GO:0005488	binding	F
VIT_00s0163g00060	GO:0005515	protein binding	F
VIT_00s0163g00070	GO:0003677	DNA binding	F
VIT_00s0163g00090	GO:0003677	DNA binding	F
VIT_00s0163g00090	GO:0006259	DNA metabolic process	P
VIT_00s0163g00120	GO:0003677	DNA binding	F
VIT_00s0163g00120	GO:0006259	DNA metabolic process	P
VIT_00s0163g00130	GO:0003677	DNA binding	F
VIT_00s0163g00130	GO:0006259	DNA metabolic process	P
VIT_00s0169g00020	GO:0003677	DNA binding	F
VIT_00s0169g00020	GO:0006259	DNA metabolic process	P
VIT_00s0169g00070	GO:0003674	molecular_function	F
VIT_00s0169g00070	GO:0005515	protein binding	F
VIT_00s0169g00070	GO:0006350	transcription	P
VIT_00s0169g00090	GO:0005515	protein binding	F
VIT_00s0169g00130	GO:0003677	DNA binding	F
VIT_00s0169g00130	GO:0006259	DNA metabolic process	P
VIT_00s0173g00010	GO:0003677	DNA binding	F
VIT_00s0173g00010	GO:0006259	DNA metabolic process	P
VIT_00s0173g00020	GO:0003677	DNA binding	F
VIT_00s0173g00020	GO:0006259	DNA metabolic process	P
VIT_00s0173g00070	GO:0000166	nucleotide binding	F
VIT_00s0173g00070	GO:0016787	hydrolase activity	F
VIT_00s0173g00110	GO:0003824	catalytic activity	F
VIT_00s0173g00110	GO:0005975	carbohydrate metabolic process	P
VIT_00s0173g00110	GO:0009058	biosynthetic process	P
VIT_00s0173g00110	GO:0009987	cellular process	P
VIT_00s0173g00170	GO:0003723	RNA binding	F
VIT_00s0173g00170	GO:0005198	structural molecule activity	F
VIT_00s0173g00170	GO:0005840	ribosome	C
VIT_00s0173g00170	GO:0006412	translation	P
VIT_00s0173g00170	GO:0009536	plastid	C
VIT_00s0173g00220	GO:0003674	molecular_function	F
VIT_00s0173g00220	GO:0005515	protein binding	F
VIT_00s0173g00220	GO:0006350	transcription	P
VIT_00s0173g00250	GO:0000166	nucleotide binding	F
VIT_00s0173g00250	GO:0006464	protein modification process	P
VIT_00s0173g00250	GO:0016301	kinase activity	F
VIT_00s0174g00060	GO:0003824	catalytic activity	F
VIT_00s0174g00060	GO:0005737	cytoplasm	C
VIT_00s0174g00060	GO:0006629	lipid metabolic process	P
VIT_00s0174g00060	GO:0009058	biosynthetic process	P
VIT_00s0174g00060	GO:0009987	cellular process	P
VIT_00s0174g00110	GO:0000003	reproduction	P
VIT_00s0174g00110	GO:0009790	embryo development	P
VIT_00s0174g00110	GO:0009791	post-embryonic development	P
VIT_00s0174g00150	GO:0009056	catabolic process	P
VIT_00s0174g00150	GO:0009987	cellular process	P
VIT_00s0174g00150	GO:0016787	hydrolase activity	F
VIT_00s0174g00150	GO:0019538	protein metabolic process	P
VIT_00s0174g00160	GO:0003824	catalytic activity	F
VIT_00s0174g00160	GO:0009056	catabolic process	P
VIT_00s0174g00160	GO:0009987	cellular process	P
VIT_00s0174g00170	GO:0003677	DNA binding	F
VIT_00s0174g00170	GO:0006350	transcription	P
VIT_00s0174g00190	GO:0003723	RNA binding	F
VIT_00s0174g00190	GO:0005198	structural molecule activity	F
VIT_00s0174g00190	GO:0005840	ribosome	C
VIT_00s0174g00190	GO:0006412	translation	P
VIT_00s0174g00200	GO:0000166	nucleotide binding	F
VIT_00s0174g00200	GO:0016787	hydrolase activity	F
VIT_00s0174g00210	GO:0003824	catalytic activity	F
VIT_00s0174g00210	GO:0005488	binding	F
VIT_00s0174g00210	GO:0008152	metabolic process	P
VIT_00s0174g00220	GO:0003824	catalytic activity	F
VIT_00s0174g00220	GO:0005488	binding	F
VIT_00s0174g00220	GO:0008152	metabolic process	P
VIT_00s0174g00220	GO:0009058	biosynthetic process	P
VIT_00s0174g00220	GO:0009987	cellular process	P
VIT_00s0174g00220	GO:0019748	secondary metabolic process	P
VIT_00s0174g00230	GO:0003824	catalytic activity	F
VIT_00s0174g00230	GO:0005488	binding	F
VIT_00s0174g00230	GO:0008152	metabolic process	P
VIT_00s0174g00260	GO:0009056	catabolic process	P
VIT_00s0174g00260	GO:0009987	cellular process	P
VIT_00s0174g00260	GO:0016787	hydrolase activity	F
VIT_00s0174g00260	GO:0019538	protein metabolic process	P
VIT_00s0174g00270	GO:0003824	catalytic activity	F
VIT_00s0174g00270	GO:0005488	binding	F
VIT_00s0174g00270	GO:0008152	metabolic process	P
VIT_00s0174g00270	GO:0009058	biosynthetic process	P
VIT_00s0174g00270	GO:0009987	cellular process	P
VIT_00s0174g00270	GO:0019748	secondary metabolic process	P
VIT_00s0174g00280	GO:0003824	catalytic activity	F
VIT_00s0174g00280	GO:0005488	binding	F
VIT_00s0174g00280	GO:0008152	metabolic process	P
VIT_00s0174g00280	GO:0009058	biosynthetic process	P
VIT_00s0174g00280	GO:0009987	cellular process	P
VIT_00s0174g00280	GO:0019748	secondary metabolic process	P
VIT_00s0174g00300	GO:0003723	RNA binding	F
VIT_00s0174g00300	GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	P
VIT_00s0174g00300	GO:0006259	DNA metabolic process	P
VIT_00s0174g00300	GO:0009058	biosynthetic process	P
VIT_00s0174g00300	GO:0009536	plastid	C
VIT_00s0174g00300	GO:0016740	transferase activity	F
VIT_00s0174g00310	GO:0003723	RNA binding	F
VIT_00s0174g00310	GO:0004518	nuclease activity	F
VIT_00s0179g00090	GO:0003824	catalytic activity	F
VIT_00s0179g00090	GO:0005488	binding	F
VIT_00s0179g00090	GO:0005515	protein binding	F
VIT_00s0179g00090	GO:0008152	metabolic process	P
VIT_00s0179g00090	GO:0009058	biosynthetic process	P
VIT_00s0179g00090	GO:0009987	cellular process	P
VIT_00s0179g00100	GO:0005515	protein binding	F
VIT_00s0179g00110	GO:0005488	binding	F
VIT_00s0179g00110	GO:0005623	cell	C
VIT_00s0179g00110	GO:0006464	protein modification process	P
VIT_00s0179g00110	GO:0016787	hydrolase activity	F
VIT_00s0179g00120	GO:0000166	nucleotide binding	F
VIT_00s0179g00120	GO:0006464	protein modification process	P
VIT_00s0179g00120	GO:0016301	kinase activity	F
VIT_00s0179g00140	GO:0005488	binding	F
VIT_00s0179g00140	GO:0005623	cell	C
VIT_00s0179g00140	GO:0006464	protein modification process	P
VIT_00s0179g00140	GO:0016787	hydrolase activity	F
VIT_00s0179g00150	GO:0003677	DNA binding	F
VIT_00s0179g00150	GO:0003700	sequence-specific DNA binding transcription factor activity	F
VIT_00s0179g00150	GO:0005634	nucleus	C
VIT_00s0179g00150	GO:0005737	cytoplasm	C
VIT_00s0179g00150	GO:0006350	transcription	P
VIT_00s0179g00150	GO:0006950	response to stress	P
VIT_00s0179g00150	GO:0009628	response to abiotic stimulus	P
VIT_00s0179g00170	GO:0003676	nucleic acid binding	F
VIT_00s0179g00170	GO:0005488	binding	F
VIT_00s0179g00170	GO:0005622	intracellular	C
VIT_00s0179g00170	GO:0006350	transcription	P
VIT_00s0179g00190	GO:0005515	protein binding	F
VIT_00s0179g00200	GO:0006810	transport	P
VIT_00s0179g00200	GO:0016020	membrane	C
VIT_00s0179g00210	GO:0005515	protein binding	F
VIT_00s0179g00220	GO:0005488	binding	F
VIT_00s0179g00220	GO:0009536	plastid	C
VIT_00s0179g00260	GO:0000166	nucleotide binding	F
VIT_00s0179g00260	GO:0005215	transporter activity	F
VIT_00s0179g00260	GO:0005488	binding	F
VIT_00s0179g00260	GO:0005515	protein binding	F
VIT_00s0179g00260	GO:0005886	plasma membrane	C
VIT_00s0179g00260	GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	P
VIT_00s0179g00260	GO:0006810	transport	P
VIT_00s0179g00260	GO:0009058	biosynthetic process	P
VIT_00s0179g00260	GO:0016020	membrane	C
VIT_00s0179g00260	GO:0016787	hydrolase activity	F
VIT_00s0179g00280	GO:0005488	binding	F
VIT_00s0179g00290	GO:0003824	catalytic activity	F
VIT_00s0179g00290	GO:0009987	cellular process	P
VIT_00s0179g00290	GO:0019538	protein metabolic process	P
VIT_00s0179g00300	GO:0008152	metabolic process	P
VIT_00s0179g00300	GO:0016740	transferase activity	F
VIT_00s0179g00310	GO:0005215	transporter activity	F
VIT_00s0179g00310	GO:0006810	transport	P
VIT_00s0179g00310	GO:0009987	cellular process	P
VIT_00s0179g00310	GO:0016020	membrane	C
VIT_00s0179g00320	GO:0000166	nucleotide binding	F
VIT_00s0179g00340	GO:0003677	DNA binding	F
VIT_00s0179g00340	GO:0005622	intracellular	C
VIT_00s0179g00340	GO:0005634	nucleus	C
VIT_00s0179g00340	GO:0009987	cellular process	P
VIT_00s0179g00340	GO:0016043	cellular component organization	P
VIT_00s0179g00350	GO:0000166	nucleotide binding	F
VIT_00s0179g00350	GO:0005488	binding	F
VIT_00s0179g00350	GO:0005975	carbohydrate metabolic process	P
VIT_00s0179g00350	GO:0006091	generation of precursor metabolites and energy	P
VIT_00s0179g00350	GO:0009056	catabolic process	P
VIT_00s0179g00350	GO:0009536	plastid	C
VIT_00s0179g00350	GO:0016301	kinase activity	F
VIT_00s0179g00370	GO:0003824	catalytic activity	F
VIT_00s0179g00370	GO:0006464	protein modification process	P
VIT_00s0179g00370	GO:0006810	transport	P
VIT_00s0179g00370	GO:0019538	protein metabolic process	P
VIT_00s0179g00380	GO:0006629	lipid metabolic process	P
VIT_00s0179g00380	GO:0006950	response to stress	P
VIT_00s0179g00380	GO:0009058	biosynthetic process	P
VIT_00s0179g00380	GO:0009628	response to abiotic stimulus	P
VIT_00s0179g00380	GO:0009987	cellular process	P
VIT_00s0179g00380	GO:0016020	membrane	C
VIT_00s0179g00380	GO:0016740	transferase activity	F
VIT_00s0181g00010	GO:0003824	catalytic activity	F
VIT_00s0181g00010	GO:0005215	transporter activity	F
VIT_00s0181g00010	GO:0006810	transport	P
VIT_00s0181g00010	GO:0008152	metabolic process	P
VIT_00s0181g00010	GO:0009987	cellular process	P
VIT_00s0181g00010	GO:0016020	membrane	C
VIT_00s0181g00020	GO:0005515	protein binding	F
VIT_00s0181g00040	GO:0004872	receptor activity	F
VIT_00s0181g00040	GO:0005488	binding	F
VIT_00s0181g00040	GO:0005515	protein binding	F
VIT_00s0181g00040	GO:0005622	intracellular	C
